"character_chosen","neow_bonus","neow_cost","ascension_level","winAct3","winHeart","abandon","N"
"The Silent","Ten Percent Hp Bonus","None",1,2819,605,400,17792
"The Silent","Ten Percent Hp Bonus","None",2,1245,260,198,9972
"The Silent","Ten Percent Hp Bonus","None",3,944,177,218,8456
"The Silent","Ten Percent Hp Bonus","None",4,685,106,163,6556
"The Silent","Ten Percent Hp Bonus","None",5,526,73,121,4893
"The Silent","Ten Percent Hp Bonus","None",6,444,76,102,4002
"The Silent","Ten Percent Hp Bonus","None",7,368,41,88,3081
"The Silent","Ten Percent Hp Bonus","None",8,365,49,92,3105
"The Silent","Ten Percent Hp Bonus","None",9,294,55,83,2469
"The Silent","Ten Percent Hp Bonus","None",10,280,54,88,2775
"The Silent","Ten Percent Hp Bonus","None",11,223,31,71,2400
"The Silent","Ten Percent Hp Bonus","None",12,212,33,98,2165
"The Silent","Ten Percent Hp Bonus","None",13,161,23,58,1531
"The Silent","Ten Percent Hp Bonus","None",14,169,25,88,2076
"The Silent","Ten Percent Hp Bonus","None",15,163,29,178,2578
"The Silent","Ten Percent Hp Bonus","None",16,125,9,67,1662
"The Silent","Ten Percent Hp Bonus","None",17,123,15,76,2051
"The Silent","Ten Percent Hp Bonus","None",18,124,15,133,3368
"The Silent","Ten Percent Hp Bonus","None",19,99,12,142,3333
"The Silent","Ten Percent Hp Bonus","None",20,279,125,508,7633
"The Silent","Three Cards","None",1,762,145,392,5072
"The Silent","Three Cards","None",2,333,50,263,3160
"The Silent","Three Cards","None",3,226,31,213,2230
"The Silent","Three Cards","None",4,161,28,177,1986
"The Silent","Three Cards","None",5,129,19,142,1597
"The Silent","Three Cards","None",6,125,18,110,1226
"The Silent","Three Cards","None",7,115,18,99,1085
"The Silent","Three Cards","None",8,99,15,82,902
"The Silent","Three Cards","None",9,68,9,77,809
"The Silent","Three Cards","None",10,73,13,85,853
"The Silent","Three Cards","None",11,59,10,79,818
"The Silent","Three Cards","None",12,47,7,77,710
"The Silent","Three Cards","None",13,31,6,69,575
"The Silent","Three Cards","None",14,40,8,66,616
"The Silent","Three Cards","None",15,37,12,57,576
"The Silent","Three Cards","None",16,37,8,57,532
"The Silent","Three Cards","None",17,33,4,71,634
"The Silent","Three Cards","None",18,25,4,70,612
"The Silent","Three Cards","None",19,14,1,80,735
"The Silent","Three Cards","None",20,67,31,230,1919
"The Silent","Three Enemy Kill","None",1,7321,1761,3092,50629
"The Silent","Three Enemy Kill","None",2,3453,678,1713,30657
"The Silent","Three Enemy Kill","None",3,3146,580,1921,30030
"The Silent","Three Enemy Kill","None",4,2546,432,1732,25516
"The Silent","Three Enemy Kill","None",5,2137,362,1650,21138
"The Silent","Three Enemy Kill","None",6,2009,297,1402,18535
"The Silent","Three Enemy Kill","None",7,1674,266,1480,16515
"The Silent","Three Enemy Kill","None",8,1645,249,1402,15112
"The Silent","Three Enemy Kill","None",9,1499,289,1237,14790
"The Silent","Three Enemy Kill","None",10,1545,291,1295,15871
"The Silent","Three Enemy Kill","None",11,1330,202,1496,15888
"The Silent","Three Enemy Kill","None",12,1215,171,1662,14875
"The Silent","Three Enemy Kill","None",13,1074,144,1094,11725
"The Silent","Three Enemy Kill","None",14,1024,135,1548,13854
"The Silent","Three Enemy Kill","None",15,1226,272,1980,15899
"The Silent","Three Enemy Kill","None",16,953,128,1673,13576
"The Silent","Three Enemy Kill","None",17,913,133,1927,17115
"The Silent","Three Enemy Kill","None",18,1003,123,2833,23691
"The Silent","Three Enemy Kill","None",19,888,97,3566,28318
"The Silent","Three Enemy Kill","None",20,3080,1532,13135,86647
"The Silent","Three Rare Cards","Curse",1,147,35,111,1150
"The Silent","Three Rare Cards","Curse",2,70,13,50,724
"The Silent","Three Rare Cards","Curse",3,46,8,54,610
"The Silent","Three Rare Cards","Curse",4,33,4,48,534
"The Silent","Three Rare Cards","Curse",5,37,7,46,518
"The Silent","Three Rare Cards","Curse",6,44,5,28,417
"The Silent","Three Rare Cards","Curse",7,22,8,36,381
"The Silent","Three Rare Cards","Curse",8,29,7,36,315
"The Silent","Three Rare Cards","Curse",9,26,3,28,295
"The Silent","Three Rare Cards","Curse",10,19,5,38,339
"The Silent","Three Rare Cards","Curse",11,23,4,33,333
"The Silent","Three Rare Cards","Curse",12,24,0,27,305
"The Silent","Three Rare Cards","Curse",13,13,1,21,267
"The Silent","Three Rare Cards","Curse",14,15,3,27,273
"The Silent","Three Rare Cards","Curse",15,10,0,21,307
"The Silent","Three Rare Cards","Curse",16,16,1,27,252
"The Silent","Three Rare Cards","Curse",17,7,2,20,290
"The Silent","Three Rare Cards","Curse",18,10,0,52,328
"The Silent","Three Rare Cards","Curse",19,8,1,50,433
"The Silent","Three Rare Cards","Curse",20,28,13,202,1232
"The Silent","Three Rare Cards","No Gold",1,283,82,89,1482
"The Silent","Three Rare Cards","No Gold",2,106,17,47,880
"The Silent","Three Rare Cards","No Gold",3,86,11,51,762
"The Silent","Three Rare Cards","No Gold",4,92,13,26,737
"The Silent","Three Rare Cards","No Gold",5,63,16,36,644
"The Silent","Three Rare Cards","No Gold",6,60,14,29,516
"The Silent","Three Rare Cards","No Gold",7,54,12,25,532
"The Silent","Three Rare Cards","No Gold",8,61,12,24,477
"The Silent","Three Rare Cards","No Gold",9,45,10,18,392
"The Silent","Three Rare Cards","No Gold",10,36,3,22,458
"The Silent","Three Rare Cards","No Gold",11,44,8,40,483
"The Silent","Three Rare Cards","No Gold",12,30,4,19,403
"The Silent","Three Rare Cards","No Gold",13,33,5,20,367
"The Silent","Three Rare Cards","No Gold",14,26,3,27,444
"The Silent","Three Rare Cards","No Gold",15,35,7,29,393
"The Silent","Three Rare Cards","No Gold",16,28,2,29,365
"The Silent","Three Rare Cards","No Gold",17,21,3,28,460
"The Silent","Three Rare Cards","No Gold",18,23,3,28,470
"The Silent","Three Rare Cards","No Gold",19,17,1,42,566
"The Silent","Three Rare Cards","No Gold",20,72,40,157,1967
"The Silent","Three Rare Cards","Percent Damage",1,186,58,96,1224
"The Silent","Three Rare Cards","Percent Damage",2,94,26,46,711
"The Silent","Three Rare Cards","Percent Damage",3,61,16,35,661
"The Silent","Three Rare Cards","Percent Damage",4,61,15,32,561
"The Silent","Three Rare Cards","Percent Damage",5,42,6,35,465
"The Silent","Three Rare Cards","Percent Damage",6,49,14,31,411
"The Silent","Three Rare Cards","Percent Damage",7,47,10,24,381
"The Silent","Three Rare Cards","Percent Damage",8,26,6,14,309
"The Silent","Three Rare Cards","Percent Damage",9,32,7,13,322
"The Silent","Three Rare Cards","Percent Damage",10,23,4,22,330
"The Silent","Three Rare Cards","Percent Damage",11,24,3,20,354
"The Silent","Three Rare Cards","Percent Damage",12,16,2,23,311
"The Silent","Three Rare Cards","Percent Damage",13,15,4,19,266
"The Silent","Three Rare Cards","Percent Damage",14,21,5,27,309
"The Silent","Three Rare Cards","Percent Damage",15,35,6,19,334
"The Silent","Three Rare Cards","Percent Damage",16,22,2,30,273
"The Silent","Three Rare Cards","Percent Damage",17,18,4,26,322
"The Silent","Three Rare Cards","Percent Damage",18,19,1,27,360
"The Silent","Three Rare Cards","Percent Damage",19,9,3,36,403
"The Silent","Three Rare Cards","Percent Damage",20,71,35,127,1463
"The Silent","Three Rare Cards","Ten Percent Hp Loss",1,190,53,80,1207
"The Silent","Three Rare Cards","Ten Percent Hp Loss",2,78,16,50,714
"The Silent","Three Rare Cards","Ten Percent Hp Loss",3,55,13,45,631
"The Silent","Three Rare Cards","Ten Percent Hp Loss",4,62,14,35,602
"The Silent","Three Rare Cards","Ten Percent Hp Loss",5,55,11,39,533
"The Silent","Three Rare Cards","Ten Percent Hp Loss",6,57,13,30,478
"The Silent","Three Rare Cards","Ten Percent Hp Loss",7,59,14,23,393
"The Silent","Three Rare Cards","Ten Percent Hp Loss",8,42,9,18,342
"The Silent","Three Rare Cards","Ten Percent Hp Loss",9,46,6,31,360
"The Silent","Three Rare Cards","Ten Percent Hp Loss",10,33,7,24,330
"The Silent","Three Rare Cards","Ten Percent Hp Loss",11,33,4,29,390
"The Silent","Three Rare Cards","Ten Percent Hp Loss",12,33,5,23,355
"The Silent","Three Rare Cards","Ten Percent Hp Loss",13,34,7,19,268
"The Silent","Three Rare Cards","Ten Percent Hp Loss",14,18,2,18,308
"The Silent","Three Rare Cards","Ten Percent Hp Loss",15,37,9,27,385
"The Silent","Three Rare Cards","Ten Percent Hp Loss",16,20,5,29,292
"The Silent","Three Rare Cards","Ten Percent Hp Loss",17,28,7,36,353
"The Silent","Three Rare Cards","Ten Percent Hp Loss",18,13,1,22,363
"The Silent","Three Rare Cards","Ten Percent Hp Loss",19,20,4,43,451
"The Silent","Three Rare Cards","Ten Percent Hp Loss",20,99,56,179,1760
"The Silent","Three Small Potions","None",1,450,99,85,2871
"The Silent","Three Small Potions","None",2,204,40,45,1520
"The Silent","Three Small Potions","None",3,148,25,40,1239
"The Silent","Three Small Potions","None",4,111,15,31,1094
"The Silent","Three Small Potions","None",5,106,20,31,952
"The Silent","Three Small Potions","None",6,79,12,25,726
"The Silent","Three Small Potions","None",7,84,11,19,682
"The Silent","Three Small Potions","None",8,52,12,18,538
"The Silent","Three Small Potions","None",9,74,8,28,493
"The Silent","Three Small Potions","None",10,78,17,9,544
"The Silent","Three Small Potions","None",11,29,6,23,259
"The Silent","Three Small Potions","None",12,21,8,25,231
"The Silent","Three Small Potions","None",13,14,3,20,169
"The Silent","Three Small Potions","None",14,14,3,9,181
"The Silent","Three Small Potions","None",15,22,6,22,233
"The Silent","Three Small Potions","None",16,9,1,9,151
"The Silent","Three Small Potions","None",17,16,3,22,199
"The Silent","Three Small Potions","None",18,5,1,17,203
"The Silent","Three Small Potions","None",19,10,2,36,266
"The Silent","Three Small Potions","None",20,46,23,92,997
"The Silent","Transform Card","None",1,573,126,214,3286
"The Silent","Transform Card","None",2,271,55,159,2029
"The Silent","Transform Card","None",3,204,44,137,1478
"The Silent","Transform Card","None",4,152,26,101,1314
"The Silent","Transform Card","None",5,127,17,121,1058
"The Silent","Transform Card","None",6,130,27,90,874
"The Silent","Transform Card","None",7,91,15,66,616
"The Silent","Transform Card","None",8,79,12,43,586
"The Silent","Transform Card","None",9,80,17,61,529
"The Silent","Transform Card","None",10,72,15,60,556
"The Silent","Transform Card","None",11,60,11,64,545
"The Silent","Transform Card","None",12,45,6,44,469
"The Silent","Transform Card","None",13,45,3,43,404
"The Silent","Transform Card","None",14,52,10,45,433
"The Silent","Transform Card","None",15,51,10,48,430
"The Silent","Transform Card","None",16,42,7,39,416
"The Silent","Transform Card","None",17,23,2,66,432
"The Silent","Transform Card","None",18,23,5,57,444
"The Silent","Transform Card","None",19,26,3,72,543
"The Silent","Transform Card","None",20,94,50,224,1544
"The Silent","Transform Two Cards","Curse",1,101,26,62,529
"The Silent","Transform Two Cards","Curse",2,44,7,41,345
"The Silent","Transform Two Cards","Curse",3,27,6,33,276
"The Silent","Transform Two Cards","Curse",4,33,4,37,288
"The Silent","Transform Two Cards","Curse",5,26,4,36,216
"The Silent","Transform Two Cards","Curse",6,20,2,22,186
"The Silent","Transform Two Cards","Curse",7,18,3,16,171
"The Silent","Transform Two Cards","Curse",8,21,7,14,155
"The Silent","Transform Two Cards","Curse",9,19,4,22,140
"The Silent","Transform Two Cards","Curse",10,18,1,18,135
"The Silent","Transform Two Cards","Curse",11,15,0,18,147
"The Silent","Transform Two Cards","Curse",12,10,2,23,120
"The Silent","Transform Two Cards","Curse",13,10,1,15,99
"The Silent","Transform Two Cards","Curse",14,13,2,19,132
"The Silent","Transform Two Cards","Curse",15,11,2,24,131
"The Silent","Transform Two Cards","Curse",16,7,1,29,113
"The Silent","Transform Two Cards","Curse",17,7,1,26,140
"The Silent","Transform Two Cards","Curse",18,5,2,23,134
"The Silent","Transform Two Cards","Curse",19,5,0,48,215
"The Silent","Transform Two Cards","Curse",20,17,8,150,577
"The Silent","Transform Two Cards","No Gold",1,184,58,76,886
"The Silent","Transform Two Cards","No Gold",2,98,21,43,535
"The Silent","Transform Two Cards","No Gold",3,64,13,35,445
"The Silent","Transform Two Cards","No Gold",4,67,19,35,469
"The Silent","Transform Two Cards","No Gold",5,49,15,44,381
"The Silent","Transform Two Cards","No Gold",6,50,8,35,318
"The Silent","Transform Two Cards","No Gold",7,66,18,35,298
"The Silent","Transform Two Cards","No Gold",8,30,6,30,270
"The Silent","Transform Two Cards","No Gold",9,40,9,32,262
"The Silent","Transform Two Cards","No Gold",10,37,9,23,255
"The Silent","Transform Two Cards","No Gold",11,32,6,22,262
"The Silent","Transform Two Cards","No Gold",12,24,7,20,241
"The Silent","Transform Two Cards","No Gold",13,27,6,24,210
"The Silent","Transform Two Cards","No Gold",14,34,5,32,252
"The Silent","Transform Two Cards","No Gold",15,24,5,26,257
"The Silent","Transform Two Cards","No Gold",16,23,3,31,246
"The Silent","Transform Two Cards","No Gold",17,23,5,31,257
"The Silent","Transform Two Cards","No Gold",18,17,4,46,285
"The Silent","Transform Two Cards","No Gold",19,18,0,29,326
"The Silent","Transform Two Cards","No Gold",20,77,49,173,1180
"The Silent","Transform Two Cards","Percent Damage",1,138,47,64,741
"The Silent","Transform Two Cards","Percent Damage",2,63,12,45,421
"The Silent","Transform Two Cards","Percent Damage",3,44,13,42,373
"The Silent","Transform Two Cards","Percent Damage",4,46,6,25,299
"The Silent","Transform Two Cards","Percent Damage",5,36,4,27,264
"The Silent","Transform Two Cards","Percent Damage",6,35,7,30,279
"The Silent","Transform Two Cards","Percent Damage",7,40,14,29,221
"The Silent","Transform Two Cards","Percent Damage",8,20,6,16,193
"The Silent","Transform Two Cards","Percent Damage",9,17,4,25,168
"The Silent","Transform Two Cards","Percent Damage",10,20,3,20,183
"The Silent","Transform Two Cards","Percent Damage",11,18,2,33,175
"The Silent","Transform Two Cards","Percent Damage",12,18,3,20,157
"The Silent","Transform Two Cards","Percent Damage",13,18,7,24,143
"The Silent","Transform Two Cards","Percent Damage",14,19,2,21,159
"The Silent","Transform Two Cards","Percent Damage",15,23,10,30,184
"The Silent","Transform Two Cards","Percent Damage",16,9,3,27,164
"The Silent","Transform Two Cards","Percent Damage",17,18,4,24,195
"The Silent","Transform Two Cards","Percent Damage",18,13,3,36,223
"The Silent","Transform Two Cards","Percent Damage",19,14,1,50,274
"The Silent","Transform Two Cards","Percent Damage",20,55,33,164,840
"The Silent","Transform Two Cards","Ten Percent Hp Loss",1,141,51,74,767
"The Silent","Transform Two Cards","Ten Percent Hp Loss",2,66,18,34,413
"The Silent","Transform Two Cards","Ten Percent Hp Loss",3,60,11,40,383
"The Silent","Transform Two Cards","Ten Percent Hp Loss",4,47,11,40,341
"The Silent","Transform Two Cards","Ten Percent Hp Loss",5,40,10,24,274
"The Silent","Transform Two Cards","Ten Percent Hp Loss",6,27,8,32,242
"The Silent","Transform Two Cards","Ten Percent Hp Loss",7,42,13,22,251
"The Silent","Transform Two Cards","Ten Percent Hp Loss",8,32,6,18,197
"The Silent","Transform Two Cards","Ten Percent Hp Loss",9,35,5,18,209
"The Silent","Transform Two Cards","Ten Percent Hp Loss",10,29,8,24,201
"The Silent","Transform Two Cards","Ten Percent Hp Loss",11,20,5,15,181
"The Silent","Transform Two Cards","Ten Percent Hp Loss",12,13,5,21,172
"The Silent","Transform Two Cards","Ten Percent Hp Loss",13,29,7,19,168
"The Silent","Transform Two Cards","Ten Percent Hp Loss",14,19,5,22,148
"The Silent","Transform Two Cards","Ten Percent Hp Loss",15,36,15,25,194
"The Silent","Transform Two Cards","Ten Percent Hp Loss",16,20,5,20,161
"The Silent","Transform Two Cards","Ten Percent Hp Loss",17,17,7,23,199
"The Silent","Transform Two Cards","Ten Percent Hp Loss",18,19,3,40,216
"The Silent","Transform Two Cards","Ten Percent Hp Loss",19,14,1,38,239
"The Silent","Transform Two Cards","Ten Percent Hp Loss",20,83,54,159,975
"The Silent","Twenty Percent Hp Bonus","Curse",1,72,10,9,518
"The Silent","Twenty Percent Hp Bonus","Curse",2,40,6,4,291
"The Silent","Twenty Percent Hp Bonus","Curse",3,27,3,6,213
"The Silent","Twenty Percent Hp Bonus","Curse",4,18,0,2,203
"The Silent","Twenty Percent Hp Bonus","Curse",5,16,0,3,175
"The Silent","Twenty Percent Hp Bonus","Curse",6,17,2,2,137
"The Silent","Twenty Percent Hp Bonus","Curse",7,18,2,1,105
"The Silent","Twenty Percent Hp Bonus","Curse",8,6,1,4,116
"The Silent","Twenty Percent Hp Bonus","Curse",9,9,1,2,73
"The Silent","Twenty Percent Hp Bonus","Curse",10,10,3,4,96
"The Silent","Twenty Percent Hp Bonus","Curse",11,9,2,1,99
"The Silent","Twenty Percent Hp Bonus","Curse",12,6,1,1,92
"The Silent","Twenty Percent Hp Bonus","Curse",13,3,1,1,75
"The Silent","Twenty Percent Hp Bonus","Curse",14,2,0,2,76
"The Silent","Twenty Percent Hp Bonus","Curse",15,5,1,3,69
"The Silent","Twenty Percent Hp Bonus","Curse",16,6,0,3,82
"The Silent","Twenty Percent Hp Bonus","Curse",17,6,0,2,82
"The Silent","Twenty Percent Hp Bonus","Curse",18,0,0,3,88
"The Silent","Twenty Percent Hp Bonus","Curse",19,1,0,7,87
"The Silent","Twenty Percent Hp Bonus","Curse",20,4,2,14,240
"The Silent","Twenty Percent Hp Bonus","No Gold",1,139,36,8,651
"The Silent","Twenty Percent Hp Bonus","No Gold",2,66,17,1,399
"The Silent","Twenty Percent Hp Bonus","No Gold",3,53,10,0,296
"The Silent","Twenty Percent Hp Bonus","No Gold",4,41,2,3,312
"The Silent","Twenty Percent Hp Bonus","No Gold",5,36,4,3,248
"The Silent","Twenty Percent Hp Bonus","No Gold",6,25,7,2,198
"The Silent","Twenty Percent Hp Bonus","No Gold",7,30,4,1,181
"The Silent","Twenty Percent Hp Bonus","No Gold",8,23,6,2,164
"The Silent","Twenty Percent Hp Bonus","No Gold",9,17,3,1,155
"The Silent","Twenty Percent Hp Bonus","No Gold",10,26,4,0,169
"The Silent","Twenty Percent Hp Bonus","No Gold",11,23,1,1,143
"The Silent","Twenty Percent Hp Bonus","No Gold",12,15,4,1,123
"The Silent","Twenty Percent Hp Bonus","No Gold",13,12,2,1,123
"The Silent","Twenty Percent Hp Bonus","No Gold",14,12,3,0,130
"The Silent","Twenty Percent Hp Bonus","No Gold",15,12,2,2,125
"The Silent","Twenty Percent Hp Bonus","No Gold",16,8,0,4,119
"The Silent","Twenty Percent Hp Bonus","No Gold",17,9,1,2,152
"The Silent","Twenty Percent Hp Bonus","No Gold",18,5,0,1,138
"The Silent","Twenty Percent Hp Bonus","No Gold",19,4,0,5,199
"The Silent","Twenty Percent Hp Bonus","No Gold",20,20,8,24,482
"The Silent","Twenty Percent Hp Bonus","Percent Damage",1,152,30,8,731
"The Silent","Twenty Percent Hp Bonus","Percent Damage",2,52,11,1,385
"The Silent","Twenty Percent Hp Bonus","Percent Damage",3,47,10,2,346
"The Silent","Twenty Percent Hp Bonus","Percent Damage",4,37,8,0,311
"The Silent","Twenty Percent Hp Bonus","Percent Damage",5,32,4,0,225
"The Silent","Twenty Percent Hp Bonus","Percent Damage",6,36,9,1,222
"The Silent","Twenty Percent Hp Bonus","Percent Damage",7,27,3,0,156
"The Silent","Twenty Percent Hp Bonus","Percent Damage",8,21,4,1,144
"The Silent","Twenty Percent Hp Bonus","Percent Damage",9,15,2,1,118
"The Silent","Twenty Percent Hp Bonus","Percent Damage",10,9,1,3,148
"The Silent","Twenty Percent Hp Bonus","Percent Damage",11,15,2,1,174
"The Silent","Twenty Percent Hp Bonus","Percent Damage",12,15,2,3,128
"The Silent","Twenty Percent Hp Bonus","Percent Damage",13,15,3,1,101
"The Silent","Twenty Percent Hp Bonus","Percent Damage",14,14,0,2,127
"The Silent","Twenty Percent Hp Bonus","Percent Damage",15,17,2,2,138
"The Silent","Twenty Percent Hp Bonus","Percent Damage",16,11,1,3,122
"The Silent","Twenty Percent Hp Bonus","Percent Damage",17,7,1,2,157
"The Silent","Twenty Percent Hp Bonus","Percent Damage",18,9,1,1,150
"The Silent","Twenty Percent Hp Bonus","Percent Damage",19,6,0,8,178
"The Silent","Twenty Percent Hp Bonus","Percent Damage",20,24,14,17,468
"The Silent","Two Fifty Gold","Curse",1,260,71,11,1260
"The Silent","Two Fifty Gold","Curse",2,129,28,6,720
"The Silent","Two Fifty Gold","Curse",3,113,23,5,687
"The Silent","Two Fifty Gold","Curse",4,76,13,3,619
"The Silent","Two Fifty Gold","Curse",5,84,16,5,546
"The Silent","Two Fifty Gold","Curse",6,71,16,1,468
"The Silent","Two Fifty Gold","Curse",7,79,11,7,481
"The Silent","Two Fifty Gold","Curse",8,58,8,3,354
"The Silent","Two Fifty Gold","Curse",9,47,11,4,359
"The Silent","Two Fifty Gold","Curse",10,57,7,3,388
"The Silent","Two Fifty Gold","Curse",11,39,11,3,371
"The Silent","Two Fifty Gold","Curse",12,41,5,5,352
"The Silent","Two Fifty Gold","Curse",13,30,3,0,287
"The Silent","Two Fifty Gold","Curse",14,35,5,5,346
"The Silent","Two Fifty Gold","Curse",15,39,5,5,342
"The Silent","Two Fifty Gold","Curse",16,25,2,6,300
"The Silent","Two Fifty Gold","Curse",17,26,3,1,345
"The Silent","Two Fifty Gold","Curse",18,22,0,1,412
"The Silent","Two Fifty Gold","Curse",19,20,1,15,503
"The Silent","Two Fifty Gold","Curse",20,60,30,28,1441
"The Silent","Two Fifty Gold","Percent Damage",1,336,108,9,1329
"The Silent","Two Fifty Gold","Percent Damage",2,128,33,5,787
"The Silent","Two Fifty Gold","Percent Damage",3,101,22,0,635
"The Silent","Two Fifty Gold","Percent Damage",4,96,16,8,710
"The Silent","Two Fifty Gold","Percent Damage",5,73,12,0,520
"The Silent","Two Fifty Gold","Percent Damage",6,74,15,1,454
"The Silent","Two Fifty Gold","Percent Damage",7,71,22,1,437
"The Silent","Two Fifty Gold","Percent Damage",8,52,8,3,385
"The Silent","Two Fifty Gold","Percent Damage",9,65,16,3,380
"The Silent","Two Fifty Gold","Percent Damage",10,85,22,2,466
"The Silent","Two Fifty Gold","Percent Damage",11,47,4,2,433
"The Silent","Two Fifty Gold","Percent Damage",12,45,9,1,354
"The Silent","Two Fifty Gold","Percent Damage",13,39,5,0,273
"The Silent","Two Fifty Gold","Percent Damage",14,39,8,2,336
"The Silent","Two Fifty Gold","Percent Damage",15,44,12,2,367
"The Silent","Two Fifty Gold","Percent Damage",16,35,8,1,272
"The Silent","Two Fifty Gold","Percent Damage",17,31,6,4,378
"The Silent","Two Fifty Gold","Percent Damage",18,20,4,5,412
"The Silent","Two Fifty Gold","Percent Damage",19,21,2,4,453
"The Silent","Two Fifty Gold","Percent Damage",20,107,65,19,1632
"The Silent","Two Fifty Gold","Ten Percent Hp Loss",1,271,86,6,1122
"The Silent","Two Fifty Gold","Ten Percent Hp Loss",2,119,20,4,619
"The Silent","Two Fifty Gold","Ten Percent Hp Loss",3,96,27,5,563
"The Silent","Two Fifty Gold","Ten Percent Hp Loss",4,80,15,6,590
"The Silent","Two Fifty Gold","Ten Percent Hp Loss",5,73,15,3,477
"The Silent","Two Fifty Gold","Ten Percent Hp Loss",6,82,12,3,447
"The Silent","Two Fifty Gold","Ten Percent Hp Loss",7,46,6,1,388
"The Silent","Two Fifty Gold","Ten Percent Hp Loss",8,66,14,0,366
"The Silent","Two Fifty Gold","Ten Percent Hp Loss",9,74,19,1,362
"The Silent","Two Fifty Gold","Ten Percent Hp Loss",10,57,15,3,359
"The Silent","Two Fifty Gold","Ten Percent Hp Loss",11,51,8,3,370
"The Silent","Two Fifty Gold","Ten Percent Hp Loss",12,64,8,0,344
"The Silent","Two Fifty Gold","Ten Percent Hp Loss",13,45,7,1,303
"The Silent","Two Fifty Gold","Ten Percent Hp Loss",14,45,8,2,335
"The Silent","Two Fifty Gold","Ten Percent Hp Loss",15,50,8,1,345
"The Silent","Two Fifty Gold","Ten Percent Hp Loss",16,37,2,5,319
"The Silent","Two Fifty Gold","Ten Percent Hp Loss",17,42,8,2,399
"The Silent","Two Fifty Gold","Ten Percent Hp Loss",18,25,4,3,398
"The Silent","Two Fifty Gold","Ten Percent Hp Loss",19,23,4,8,475
"The Silent","Two Fifty Gold","Ten Percent Hp Loss",20,145,86,17,1848
"The Silent","Upgrade Card","None",1,869,188,106,3976
"The Silent","Upgrade Card","None",2,363,60,47,2306
"The Silent","Upgrade Card","None",3,264,37,44,1872
"The Silent","Upgrade Card","None",4,253,40,32,1767
"The Silent","Upgrade Card","None",5,204,24,18,1444
"The Silent","Upgrade Card","None",6,172,33,15,1228
"The Silent","Upgrade Card","None",7,163,28,12,1068
"The Silent","Upgrade Card","None",8,131,20,17,900
"The Silent","Upgrade Card","None",9,140,16,14,892
"The Silent","Upgrade Card","None",10,123,17,16,873
"The Silent","Upgrade Card","None",11,111,19,18,857
"The Silent","Upgrade Card","None",12,92,7,22,773
"The Silent","Upgrade Card","None",13,66,15,18,589
"The Silent","Upgrade Card","None",14,69,13,17,611
"The Silent","Upgrade Card","None",15,70,13,18,634
"The Silent","Upgrade Card","None",16,68,7,11,558
"The Silent","Upgrade Card","None",17,46,7,18,709
"The Silent","Upgrade Card","None",18,33,5,22,693
"The Silent","Upgrade Card","None",19,40,5,28,755
"The Silent","Upgrade Card","None",20,144,67,68,2504
"Watcher","Boss Relic","None",1,3823,1265,3109,18169
"Watcher","Boss Relic","None",2,1875,520,1494,10051
"Watcher","Boss Relic","None",3,1511,405,1052,7385
"Watcher","Boss Relic","None",4,1326,340,1022,6395
"Watcher","Boss Relic","None",5,1152,302,820,5244
"Watcher","Boss Relic","None",6,983,267,646,4241
"Watcher","Boss Relic","None",7,878,261,644,3922
"Watcher","Boss Relic","None",8,800,221,521,3343
"Watcher","Boss Relic","None",9,737,204,517,3129
"Watcher","Boss Relic","None",10,730,181,578,3722
"Watcher","Boss Relic","None",11,582,144,535,3152
"Watcher","Boss Relic","None",12,558,146,524,2867
"Watcher","Boss Relic","None",13,521,125,418,2489
"Watcher","Boss Relic","None",14,507,118,422,2582
"Watcher","Boss Relic","None",15,662,168,506,2887
"Watcher","Boss Relic","None",16,506,113,460,2574
"Watcher","Boss Relic","None",17,434,91,539,2915
"Watcher","Boss Relic","None",18,395,86,537,2806
"Watcher","Boss Relic","None",19,371,61,628,3080
"Watcher","Boss Relic","None",20,2554,1651,3145,14917
"Watcher","Hundred Gold","None",1,854,164,35,5011
"Watcher","Hundred Gold","None",2,466,77,18,2937
"Watcher","Hundred Gold","None",3,326,52,21,1974
"Watcher","Hundred Gold","None",4,257,23,12,1718
"Watcher","Hundred Gold","None",5,242,36,7,1288
"Watcher","Hundred Gold","None",6,185,22,5,969
"Watcher","Hundred Gold","None",7,133,20,11,881
"Watcher","Hundred Gold","None",8,133,25,7,695
"Watcher","Hundred Gold","None",9,121,18,3,619
"Watcher","Hundred Gold","None",10,113,12,3,669
"Watcher","Hundred Gold","None",11,79,9,8,627
"Watcher","Hundred Gold","None",12,71,12,7,490
"Watcher","Hundred Gold","None",13,81,13,10,470
"Watcher","Hundred Gold","None",14,65,12,9,379
"Watcher","Hundred Gold","None",15,88,14,8,480
"Watcher","Hundred Gold","None",16,51,4,30,401
"Watcher","Hundred Gold","None",17,41,5,14,394
"Watcher","Hundred Gold","None",18,45,6,18,474
"Watcher","Hundred Gold","None",19,43,3,15,456
"Watcher","Hundred Gold","None",20,139,74,36,1343
"Watcher","One Random Rare Card","None",1,1013,193,352,6293
"Watcher","One Random Rare Card","None",2,495,95,197,3525
"Watcher","One Random Rare Card","None",3,405,72,153,2660
"Watcher","One Random Rare Card","None",4,298,34,125,2150
"Watcher","One Random Rare Card","None",5,239,31,121,1692
"Watcher","One Random Rare Card","None",6,194,32,110,1341
